index,filename,poster,title,post
454,15926page120121213025644551312.html,/profiles/PA95OL41KGD267A/,"Sno Cone, Juju, Squid, Cactus, Crab Cubi for sale","Sno Cone - 10K - SOLD
Ju Ju - 5K
Cactus - 5K SOLD
Squid - 5K SOLD
Crab 1K 
 Prices not 100% fixed, reasonable offers also considered."
455,15927page120121213031516611693.html,/profiles/PA95OL41KGD267A/,Ayn Rand Doll for Sale - Sold,"I have an  Ayn Rand Doll to sell. This is to gauge interest and try to determine value.

Doll has now sold. Thank you all for your kind offers."
456,15929page120121213031732741201.html,/profiles/PA9NNVA43VD2LLH/,"Icon of Mab for 35,001 currants",IM/mailbox/post here if interested.
457,15932page120121213022434369626.html,/profiles/PHV5AI7DGI72EMV/,CLOSED -- DELETE,CLOSED -- DELETE
458,15934page120121213023740244385.html,/profiles/PUVN52GJ31H20NB/,(Closed) Rube cubimal for sale or trade,"You can reply here or contact me by mail or IM in game.

Would like to trade for Rook cubimal if possible."
459,15936page120121213021643817012.html,/profiles/PM1FTV92PB02K14/,"For Sale: Deimaginator, Cactus - 5k","2 x Deimaginator
1 x Cactus

All 5k each. IM me when I'm in-game or send mail with your choice if I'm not. :) 

 FREE: Commons - piggies, butterflies, batterflies, fireflies (x2), frogs. Mail me with any commons you like and I'll send you some. (Or ask for a selection if you're not sure!)"
460,15942page120121213021835030866.html,/profiles/PUVGI68DJ9G2P24/,Emblems for sale: 4K each,"Friendly
Humbaba
Tii
Pot
Mab

IM me."
461,15945page120121213030857531106.html,/profiles/PHVD9P6Q5A92EBG/,Large Bog house going on realestate market in about 2 minutes,"4156 Boan Stravenue in Jethimadh complete with 3 pigs, 3 chickens and a freshly planted 12 plot herb garden. 

Good luck"
462,15947page120121213031759813920.html,/profiles/PM1H4VJ4ED22MV5/,Emblems needed & Trading! - updated,"UPDATED LIST:

I need :

7 Emblems of Alph
8 Emblems of Cosma
3 Emblems of Friendly
5 Emblems of Humbaba
9 Emblems of Mab
3 Emblems of Pot
5 Emblems of Spriggan
6 Emblems of Zille

I can sell / trade

1 Emblem of Lem
3 Emblems of Tii
4 Emblems of Alph

Anything you can offer will help! :=

Offers or trades here or by IM please!  Thanks!"
463,15948page120121213025409383368.html,/profiles/PHF20O01HRC21FP/,Cubimal Clearout! (Selling Rube!),"5x Sno Cone Vendor - 4k
7x Juju - 4k
4x Squid - 4k
4x Cactus - 4k
3x Bureaucrat - 6k
3x Deimaginator - 6k

1x Rube - 400k OBO."
464,15949page120121213025903494382.html,/profiles/PHFVN17DD0D2G3V/,done,All done!
465,15951page120121213031326617049.html,/profiles/PUVFGCE493H2I7G/,Icon,Hi there! I am looking to buy an Icon for under 40k. I am willing to negotiate up to 42k MAXIMUM. IM me in game please!!! :)
466,15952page120121213030833850292.html,/profiles/PUVFGCE493H2I7G/,Semi-Rare Cubimals for Sale!,"I haven't been getting many responses in the Cubimal Trading Group, so decided to post here:
1 Cactus - 5k
1 Juju - 6k
2 Sno Cone Vendor - 5.5k
1 Squid - 4.5k
1st offer gets it, IM me in-game for best results!!!:)

          ~Grace <3"
467,15953page120121213020651640366.html,/profiles/PUVFGCE493H2I7G/,Icon,Hi there! I am looking to buy an Icon for under 40k. I am willing to negotiate up to 42k MAXIMUM. IM me in game please!!! :)
468,15954page120121213025859930537.html,/profiles/PUVFGCE493H2I7G/,Semi-Rare Cubimals for Sale!,"I haven't been getting many responses in the Cubimal Trading Group, so decided to post here:
 1 Cactus - 5k
 1 Juju - 6k
 2 Sno Cone Vendor - 5.5k
 1 Squid - 4.5k
 1st offer gets it, IM me in-game for best results!!!:)

           ~Grace <3"
469,15955page120121213025346343421.html,/profiles/PUVL32GDJ9E2JN8/,"Lots of Emblems, 4k each!","I am not interested in trades, straight-up currants please.

Message me in-game for fast service.  =)

All gone! THANK YOU"
470,15957page120121213030308758834.html,/profiles/PUV2BIBPKHG27EA/,Selling lots of Sparkly,"For currents or even a white f - SWF
IM for trade"
471,15958page120121213025050136286.html,/profiles/PHFQLOVSFFD2RUL/,Selling ALL cubimals except Rook and Rube.,"Selling ALL cubimals except Rook and Rube. (Now with Magic Rock.)Place to buy: Simpele Slip 2249
Magic Rock: NAME YOUR PRICE!

Yeti: SOLD (Bargaining allowed.)
Friendly: (SOLD)
Gwen: (SOLD)
Helga: (SOLD) 
Deimaginator: (SOLD) 
Dustbunny: (SOLD)
 Greeterbot: (SOLD)       
Snocone Vendor: (SOLD)    
 Juju: (SOLD)
Bureaucrat: (SOLD)
Smuggler: 6,000 
 Cactus: 4,000 
 Squid: 5,000 

All the rest are 1K"
472,15959page120121213024319794426.html,/profiles/PUVK46QGM9G2ANO/,RUBE for sale,"Rube cubimal for sale 

400k or best offer.  "
473,15966page120121213020641214555.html,/profiles/PUVS5LN4PCG2HLQ/,"WTS: Cubimals.  Helga 60k. Cactii, JuJus, and Bureaucrats 6k/ea.","Helga 60k
Cactus 6k
Juju 6k
Bureacrat 6k

Message me in game if you see my online or mail me.  If you still see the prices in this post, they are not sold out yet."
474,15967page120121213025113551374.html,/profiles/PA9PO1MHPJD24PA/,Emblems,"Friendly,TII, lem for sale...offer away"
475,15970page120121213030804526724.html,/profiles/PHFTAH6BPTC2AV3/,Blind Auction - Semi Rare Cubis - DONE,"Available now:
Cactus - Minimum bid 4k
Dustbunny, Deimaginator, Smuggler - Minimum bid 7k each.

I'll accept BLIND bids until Friday, 1/27,  1:00 P.M. EST (GMT -5)

IM me in game, or better, send me a frog so I for sure don't lose your bid.

Also available: Frogs x3 and Crabs x3, no minimum.

Pancito"
476,15971page120121213023902119039.html,/profiles/PHV3PBDT3AC2SUM/,Icon of Grendaline - Sold!,40k...or best offer.
477,15975page120121213024242123957.html,/profiles/PUV91K2AAKG2S00/,Looking For Ayn Rand Doll + Gwen Cubi,"Hello, everybody! I am looking to purchase the Ayn Rand doll to complete my collection. I also wish to buy the Gwen cubimal.

Please contact me in-game if you are selling it and what your asking price is.

Thank you and happy glitching! <3"
478,15976page120121213025824323347.html,/profiles/PUV91K2AAKG2S00/,Looking For Ayn Rand Doll + Gwen Cubi,"Hello, everybody! I am looking to purchase the Ayn Rand doll to complete my collection. I also wish to buy the Gwen cubimal.
Please contact me in-game if you are selling it and what your asking price is.

Thank you and happy glitching! <3"
479,15977page120121213025255324164.html,/profiles/PUV91K2AAKG2S00/,Looking For Gwen Cubimal :),"Hello, everybody! I wish to buy the Gwen cubimal.

Please contact me in-game if you are selling it and what your asking price is.

Thank you and happy glitching! <3"
480,15980page120121213024216301710.html,/profiles/PA94NH11CGD2IIF/,Uncle Friendly and Magic Rock Cubimals SOLD,"Uncle Friendly 70k SOLD
Magic Rock 80k SOLD

 "
481,15981page120121213024800838008.html,/profiles/PM1H4VJ4ED22MV5/,Grendaline Icon for sale,Offers??
482,15983page120121213025714578271.html,/profiles/PA9G8I2SEJD27U9/,Complete doll set  - sold,"Looking only for currents. IM, mail or forum posts welcome. :-)
Forgot the most important info: I searched the forums a bit and it seems that most of the doll sets are sold for over 300k. So let's start at 300k."
483,15984page120121213030212300023.html,/profiles/PUVK46QGM9G2ANO/,CEBARKUL CUBIMALS - Great prices today,"Gwen 75k...uncle friendly 60k (sold)... magic rock 90k... greeterbot, smuggler, dustbunny and deimaginator 8k... juju, cactus, squid, and bureaucrat 5k

I'm always in Cebarkul, if not IM me.. I'm always around 

<3 Jess"
484,15985page120121213030704175819.html,/profiles/PUV3P8G1E0F2SS9/,"selling cubimals all 4500 currents each!!!!: sno cone, (x2), piggy, crab, butterfly, chick (x2) - dustbunny 8k","Dustbunny 8k the rest 4k...

Snocone vendor x 2
Piggy
Crab
Buttefly
Chick x 2

let's do dis.

no questions asked."
485,15986page120121213031147939178.html,/profiles/PUV7256APMF27SV/,Emblems! Sale and for hire ...,"I currently have two friendlies and one Lem emblem for sale - 5k each.

ALSO - I will ""farm"" these for you at a reasonable cost. I am currently donating as my main XP generator to level. If you are building an icon and can afford to pay for some help I can work out a ""contract"" with you to get those emblems you need to make your Icons.

Message or IM me to discuss!

LimberTwig"
486,15992page120121213025507530316.html,/profiles/PUVFGCE493H2I7G/,Icon - Sold!,"Selling an Icon of Spriggan.
Unused, incredibly shiny.
Only 50k! :)
IM me in-game and I will negotiate, but i refuse to go under 49k. so DONT offer!!!"
487,15995page120121213025325960728.html,/profiles/PUVF0AE9KOL28GT/,Food for all your party/event needs :),"I quite enjoy making food for parties and just for friends. I currently do not have all the cooking skills maxed but this does not reflect on the amount made for the event whatsoever. I usually provide a full bag of 80 drinks and a full bag of 80 items of food (16 different types, for each). It's always a variety of things and it always ends up being a blast :) .

For further information please IM me or comment on this post.

- Yaki"
488,15997page120121213024134692254.html,/profiles/PHF5EJAB10D2JP8/,I have a few emblems that I don't need that I'm willing to trade for Hums...,"Just IM me if you would like to trade :o) If you don't have a hum I am still willing to trade - I'd like to be able to help where I can :o)

Happy Trails!"
489,15998page120121213031606005337.html,/profiles/PUV9J6FBP1F2FJF/,20 Emblems For 90k,"2 of each except Friendly and Ti.

Post or IM me to trade."
490,15999page120121213024853889282.html,/profiles/PUVT9D3V0PL2QTC/,FOUND! -Looking for a Yeti cubimal-,No longer looking.
491,16011page120121213021111957374.html,/profiles/PUVJQI7MGPE2PTB/,Emblem Trade,"Hi folks! I'm looking to trade some emblems. 

What I have is:
3 Grendaline
1 Tii
2 Pot

What I'm looking for:
Lem

Contact me via IM or FrogMail if you're interested."
492,16014page120121213023530664224.html,/profiles/PUVF3CQ0HPG2I9K/,IM selling bags,"i have 4 to sell the space is 10 you can get anything, and there super handy want one well then comment on here and add me and ill be happy to sell you one for currants it is 950 or 900 and all that so get one"
493,16015page120121213022858750668.html,/profiles/PHF624MH10D2RFE/,helga - 45k   [sold],like the subject line says...
494,16020page120121213020640511165.html,/profiles/PUVK46QGM9G2ANO/,Icon of Cosma - SOLD,"Cosma Icon for sale. 50k OBO

Let me know! IM me 

<3"
495,16021page120121213024251955793.html,/profiles/PUVOVQFHBGH2E4J/,Cubimals for sale or swap,"I have cubimals I would like to sell (name your price) or swap for other ones (make suggestions). The list is as follows:

2x squid
1x greeterbot
1x deimagintor
2x bureaucrat

Post here if you would like any :-D"
496,16022page120121213031214371030.html,/profiles/PHFF7JA1U2D2997/,SOLD!,"I want to get rid of funpickle. You can offer me prices below. Bid starts at 400k.

I also have a juju cubi, I'm asking 5k for. 

And if you need emblems just let me know which you need and how many and I can mail them in game.

I also have a Friedrich Nietzsche Doll I'd like to trade for a Ludwig Wittgenstein Doll"
497,16024page120121213031227391569.html,/profiles/PUV1261BF8F2LBK/,CLOSED,"Would trade Rock, Uncle Friendly or Gwen  for YETI

also:

sno cone  5k
cactus      5k

ctc me in game."
498,16026page120121213025308735476.html,/profiles/PHFN02PQLSC2R9O/,"[COMPLETED ] Uncle Friendly for equivalent (Gwen, Helga, Rock, etc)","I know, I said in another thread that I'm too lazy to sell cubimals, and I still am. But I do have an extra uncle Friendly, that I wouldn't mind trading for a roughly equivalent A grade - Gwen, Helga, Yeti, Magic Rock, etc. 

IM me or find me in game, please :) "
499,16031page120121213031300888588.html,/profiles/PM1L3BRN4Q12KAH/,Two bureaucrat cubis for sale,send me an offer
500,16035page120121213031636532484.html,/profiles/PHF31BRLV4D27G0/,All gone!,"3.5k each
Cactus x1 
Sno cone vendor x1

5.5k
Deimaginator

The Rube is around 400k, but I'm willing to sell a bit lower.

For free
Crab
Firefly
Frog
Post here or find me in game!"
501,16036page120121213030847042772.html,/profiles/PUVIFUJQGAG29V3/,please delete,please delete
502,16039page120121213020641511542.html,/profiles/PUV4186UKGJ2ANH/,Need Herb space,I have 8 spare crop space at my house but am in need of herb garden to complete a quest. Am willing to let someone use my 8 spare crop spaces if i am able to use their herb spaces.
503,16042page120121213030623191599.html,/profiles/PA9E6LH5DPD2M71/,Sold:  Sorry!,"Lem and Mab for sale.  Asking 50K.  Please write to me in the game, I'll get your message fastest that way.  Thanks!  "
504,16043page120121213025616915881.html,/profiles/PHVR01MK9H72POU/,"100,000,000c for 2010 Xmas Yeti!","I REALLY don't want to sell it but if someone has this kinda hardcore Glitchbank, I'll do it.

I have a Yeti and will sell it to anyone that can come up with 100,000,000c in the next 12 hours.

They don't come rarer than this. :D"
505,16044page120121213021618151074.html,/profiles/PUVFGCE493H2I7G/,Zille,"Looking to buy Zille for under 4k plz! :) im or send mail plz with offers!

Thnx!!!:)

                 ~Grace <3"
506,16047page120121213025214293051.html,/profiles/PHVM4JT9U0C2D7T/,Looking for ROOK! :D,Please IM me if you have one so we can talk prices!
507,16049page120121213022636572002.html,/profiles/PHV22CFP5942TMI/,Cubimals for sale!,"I have:

Juju 6k
and SnoCone 7k

Contact me in game if interested :D"
508,16050page120121213025136731998.html,/profiles/PUVPVGQA5KL2MN3/,Seeking a guano supplier. [closed],"I'm running a non-profit that requires LOTS of guano. I'm willing to hire a glitch to supply me in bulk up to 8k worth of the stuff on specified game days. I'll leave the post up for a day or two and choose whomever I believe to be the best candidate. My decision will be based on:

Availability
Flexibility
Stacks per game day
Fee per stack (of 40)

I'm online for about 2 game days each weekday (3 on weekends). I'll inform the employee on what gamedays I want collection to take place. I'm looking for the glitch who can make me the best offer and provide the best service.

Thank you for applying!"
